Rank	Mantissa	Log	Amount	Code	Type	Amount	FirstTwo	First	Second		Diffs * 1000	First-Two	
			-0.04087			0.01363	$13.00	$1.00	$3.00		650	$65	
			-0.04086			0.00000	$0.00	$0.00	#VALUE!		355	$35	
			-0.04086			0.00000	$0.00	$0.00	#VALUE!		2990	$29	
			-0.04083			-0.03540	$35.00	$3.00	$5.00		1111	$11	
			-0.04082			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.04082			-0.00917	$91.00	$9.00	$1.00		15805	$15	
			-0.040658277			-0.00926	$92.00	$9.00	$2.00		44	$44	
			-0.04066			0.01869	$18.00	$1.00	$8.00		210	$21	
			-0.04066			0.01358	$13.00	$1.00	$3.00		3835	$38	
			-0.04062			-0.01810	$18.00	$1.00	$8.00		4238	$42	
			-0.04058			0.00479	$47.00	$4.00	$7.00		1163	$11	
			-0.04056			-0.00917	$91.00	$9.00	$1.00		8029	$80	
			-0.04048			-0.00481	$48.00	$4.00	$8.00		2332	$23	
			-0.04046			0.01861	$18.00	$1.00	$8.00		0	$0	
			-0.04046			0.03215	$32.00	$3.00	$2.00		1428	$14	
			-0.04045			0.02655	$26.00	$2.00	$6.00		1185	$11	
			-0.04043			0.02586	$25.00	$2.00	$5.00		1244	$12	
			-0.04042			0.02084	$20.00	$2.00	$0.00		6294	$62	
			-0.04035826			-0.01646	$16.00	$1.00	$6.00		8250	$82	
			-0.04028			-0.00837	$83.00	$8.00	$3.00		731	$73	
			-0.04027			0.05908	$59.00	$5.00	$9.00		597	$59	
			-0.040262485			0.02805	$28.00	$2.00	$8.00		6148	$61	
			-0.04020			-0.00775	$77.00	$7.00	$7.00		22138	$22	
			-0.039979628			-0.02344	$23.00	$2.00	$3.00		3594	$35	
			-0.039943692			-0.03200	$32.00	$3.00	$2.00		2065	$20	
			-0.03992			0.00000	$0.00	$0.00	#VALUE!		7612	$76	
			-0.039846916			0.00826	$82.00	$8.00	$2.00		4020	$40	
			-0.03981			0.05344	$53.00	$5.00	$3.00		5986	$59	
			-0.039746855			0.01556	$15.00	$1.00	$5.00		6432	$64	
			-0.03968			-0.03463	$34.00	$3.00	$4.00		0	$0	
			-0.03968			0.04762	$47.00	$4.00	$7.00		5868	$58	
			-0.039623855			0.01152	$11.00	$1.00	$1.00		1329	$13	
			-0.03961			0.08987	$89.00	$8.00	$9.00		660	$66	
			-0.03960			-0.01045	$10.00	$1.00	$0.00		1766	$17	
			-0.03959			0.02444	$24.00	$2.00	$4.00		847	$84	
			-0.03958			-0.02386	$23.00	$2.00	$3.00		1362	$13	
			-0.03956			0.00000	$0.00	$0.00	#VALUE!		1366	$13	
			-0.03955			-0.01028	$10.00	$1.00	$0.00		2529	$25	
			-0.039525273			-0.00702	$70.00	$7.00	$0.00		1160	$11	
			-0.039513678			0.04579	$45.00	$4.00	$5.00		1141	$11	
			-0.03950			-0.00676	$67.00	$6.00	$7.00		31630	$31	
			-0.03919			0.00680	$68.00	$6.00	$8.00		4006	$40	
			-0.03915			-0.00324	$32.00	$3.00	$2.00		1243	$12	
			-0.03913			0.01003	$10.00	$1.00	$0.00		99	$99	
			-0.03913			-0.00671	$67.00	$6.00	$7.00		2137	$21	
			-0.03911			0.00000	$0.00	$0.00	#VALUE!		330	$33	
			-0.03911			0.00351	$35.00	$3.00	$5.00		166	$16	
			-0.03911			0.02020	$20.00	$2.00	$0.00		2060	$20	
			-0.03909			0.02297	$22.00	$2.00	$2.00		8046	$80	
			-0.03901			0.00335	$33.00	$3.00	$3.00		5098	$50	
			-0.03895			-0.02906	$29.00	$2.00	$9.00		11916	$11	
			-0.03883			-0.04636	$46.00	$4.00	$6.00		0	$0	
			-0.03883			0.00000	$0.00	$0.00	#VALUE!		3722	$37	
			-0.03880			0.00361	$36.00	$3.00	$6.00		3398	$33	
			-0.038763751			-0.00360	$35.00	$3.00	$5.00		3234	$32	
			-0.03873			0.01056	$10.00	$1.00	$0.00		1220	$12	
			-0.038719209			-0.01374	$13.00	$1.00	$3.00		953	$95	
			-0.03871			-0.04543	$45.00	$4.00	$5.00		6233	$62	
			-0.03865			0.00000	$0.00	$0.00	#VALUE!		523	$52	
			-0.03864			0.02190	$21.00	$2.00	$1.00		1486	$14	
			-0.03863			0.02857	$28.00	$2.00	$8.00		9911	$99	
			-0.03853			-0.03472	$34.00	$3.00	$4.00		2347	$23	
			-0.03850			0.00374	$37.00	$3.00	$7.00		4313	$43	
			-0.03846			0.02867	$28.00	$2.00	$8.00		0	$0	
			-0.03846			0.01031	$10.00	$1.00	$0.00		0	$0	
			-0.03846			-0.01021	$10.00	$1.00	$0.00		6154	$61	
			-0.03840			0.00000	$0.00	$0.00	#VALUE!		7442	$74	
			-0.03833			-0.01394	$13.00	$1.00	$3.00		18999	$18	
			-0.03814			0.02120	$21.00	$2.00	$1.00		1795	$17	
			-0.03812			0.04152	$41.00	$4.00	$1.00		2241	$22	
			-0.03810			-0.05315	$53.00	$5.00	$3.00		0	$0	
			-0.03810			-0.03873	$38.00	$3.00	$8.00		3653	$36	
			-0.03806			0.01109	$11.00	$1.00	$1.00		1035	$10	
			-0.038048361			0.02166	$21.00	$2.00	$1.00		726	$72	
			-0.03804			0.04946	$49.00	$4.00	$9.00		2804	$28	
			-0.03801			-0.02370	$23.00	$2.00	$3.00		3288	$32	
			-0.03798			-0.03779	$37.00	$3.00	$7.00		550	$55	
			-0.03797			-0.03956	$39.00	$3.00	$9.00		0	$0	
			-0.03797			-0.03731	$37.00	$3.00	$7.00		15006	$15	
			-0.037824624			-0.01550	$15.00	$1.00	$5.00		950	$95	
			-0.03782			0.05512	$55.00	$5.00	$5.00		284	$28	
			-0.037812289			0.03373	$33.00	$3.00	$3.00		1160	$11	
			-0.03780			-0.01444	$14.00	$1.00	$4.00		758	$75	
			-0.03779			-0.02930	$29.00	$2.00	$9.00		2221	$22	
			-0.03777			0.02626	$26.00	$2.00	$6.00		11399	$11	
			-0.03766			-0.04765	$47.00	$4.00	$7.00		1546	$15	
			-0.037641444			-0.03490	$34.00	$3.00	$4.00		704	$70	
			-0.03763			-0.02400	$24.00	$2.00	$4.00		465	$46	
			-0.03763			0.02459	$24.00	$2.00	$4.00		5400	$54	
			-0.03758			0.00384	$38.00	$3.00	$8.00		350	$35	
			-0.03757			0.00414	$41.00	$4.00	$1.00		19373	$19	
			-0.03738			0.02000	$20.00	$2.00	$0.00		4519	$45	
			-0.03733			-0.03143	$31.00	$3.00	$1.00		1046	$10	
			-0.03732			0.02024	$20.00	$2.00	$0.00		944	$94	
			-0.03731			-0.00409	$40.00	$4.00	$0.00		898	$89	
			-0.03730			0.05946	$59.00	$5.00	$9.00		5840	$58	
			-0.03725			0.02239	$22.00	$2.00	$2.00		467	$46	
			-0.03724			0.05109	$51.00	$5.00	$1.00		30	$30	
			-0.03724			0.00000	$0.00	$0.00	#VALUE!		703	$70	
			-0.03723			-0.00694	$69.00	$6.00	$9.00		2314	$23	
			-0.0372109			-0.01035	$10.00	$1.00	$0.00		2082	$20	
			-0.03719			0.00000	$0.00	$0.00	#VALUE!		6913	$69	
			-0.03712			0.02459	$24.00	$2.00	$4.00		6212	$62	
			-0.03706			-0.01379	$13.00	$1.00	$3.00		0	$0	
			-0.03706			0.01399	$13.00	$1.00	$3.00		2179	$21	
			-0.03704			0.00359	$35.00	$3.00	$5.00		0	$0	
			-0.03704			0.00687	$68.00	$6.00	$8.00		0	$0	
			-0.03704			0.01010	$10.00	$1.00	$0.00		5534	$55	
			-0.03698			0.02027	$20.00	$2.00	$0.00		4181	$41	
			-0.03694			-0.01987	$19.00	$1.00	$9.00		3952	$39	
			-0.03690			-0.06081	$60.00	$6.00	$0.00		6718	$67	
			-0.03683			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.03683			0.02158	$21.00	$2.00	$1.00		2338	$23	
			-0.03681			-0.01042	$10.00	$1.00	$0.00		0	$0	
			-0.03681			-0.01082	$10.00	$1.00	$0.00		903	$90	
			-0.03680			0.02878	$28.00	$2.00	$8.00		3608	$36	
			-0.03676			-0.02098	$20.00	$2.00	$0.00		7195	$71	
			-0.03669			-0.06771	$67.00	$6.00	$7.00		2872	$28	
			-0.036664044			-0.02697	$26.00	$2.00	$6.00		991	$99	
			-0.03665			0.04346	$43.00	$4.00	$3.00		492	$49	
			-0.03665			0.05282	$52.00	$5.00	$2.00		3929	$39	
			-0.03661			-0.01806	$18.00	$1.00	$8.00		2456	$24	
			-0.03659			-0.00730	$72.00	$7.00	$2.00		519	$51	
			-0.03658			-0.01088	$10.00	$1.00	$0.00		1891	$18	
			-0.03656			0.04817	$48.00	$4.00	$8.00		3953	$39	
			-0.03652			0.02496	$24.00	$2.00	$4.00		11724	$11	
			-0.03640			-0.02768	$27.00	$2.00	$7.00		1209	$12	
			-0.03639			-0.01793	$17.00	$1.00	$7.00		1995	$19	
			-0.03637			-0.00725	$72.00	$7.00	$2.00		882	$88	
			-0.03636			-0.05109	$51.00	$5.00	$1.00		378	$37	
			-0.03636			0.03077	$30.00	$3.00	$0.00		4407	$44	
			-0.03632			0.01881	$18.00	$1.00	$8.00		3700	$37	
			-0.03627879			0.00000	$0.00	$0.00	#VALUE!		5237	$52	
			-0.03623			-0.01113	$11.00	$1.00	$1.00		7108	$71	
			-0.036155334			0.01126	$11.00	$1.00	$1.00		4016	$40	
			-0.03612			-0.03311	$33.00	$3.00	$3.00		6255	$62	
			-0.03605			-0.00758	$75.00	$7.00	$5.00		1356	$13	
			-0.03604			0.00763	$76.00	$7.00	$6.00		32	$32	
			-0.036038749			0.00758	$75.00	$7.00	$5.00		1935	$19	
			-0.03602			0.04150	$41.00	$4.00	$1.00		4777	$47	
			-0.035971628			-0.01819	$18.00	$1.00	$8.00		635	$63	
			-0.03597			-0.01824	$18.00	$1.00	$8.00		905	$90	
			-0.03596			0.00749	$74.00	$7.00	$4.00		5118	$51	
			-0.03591			0.00000	$0.00	$0.00	#VALUE!		4578	$45	
			-0.03586			-0.02230	$22.00	$2.00	$2.00		3959	$39	
			-0.03581968			-0.00395	$39.00	$3.00	$9.00		479	$47	
			-0.03581			-0.00763	$76.00	$7.00	$6.00		10060	$10	
			-0.03571			0.01938	$19.00	$1.00	$9.00		0	$0	
			-0.03571			-0.00392	$39.00	$3.00	$9.00		14116	$14	
			-0.03557			0.03030	$30.00	$3.00	$0.00		541	$54	
			-0.03557			-0.01824	$18.00	$1.00	$8.00		1216	$12	
			-0.03556			0.00000	$0.00	$0.00	#VALUE!		1336	$13	
			-0.035542192			0.02606	$26.00	$2.00	$6.00		920	$92	
			-0.03553			0.01109	$11.00	$1.00	$1.00		2163	$21	
			-0.03551			0.01068	$10.00	$1.00	$0.00		5366	$53	
			-0.035457706			0.02143	$21.00	$2.00	$1.00		902	$90	
			-0.035448686			0.03497	$34.00	$3.00	$4.00		5046	$50	
			-0.03540			-0.02351	$23.00	$2.00	$3.00		666	$66	
			-0.03539			-0.01052	$10.00	$1.00	$0.00		1273	$12	
			-0.03538			-0.01035	$10.00	$1.00	$0.00		2400	$24	
			-0.03535			0.00339	$33.00	$3.00	$3.00		4184	$41	
			-0.03531			0.03183	$31.00	$3.00	$1.00		485	$48	
			-0.03531			-0.03085	$30.00	$3.00	$0.00		1403	$14	
			-0.03529			-0.00704	$70.00	$7.00	$0.00		7789	$77	
			-0.03522			0.03206	$32.00	$3.00	$2.00		2894	$28	
			-0.03519			-0.02749	$27.00	$2.00	$7.00		4452	$44	
			-0.03514			-0.01074	$10.00	$1.00	$0.00		1701	$17	
			-0.03513			0.00714	$71.00	$7.00	$1.00		1252	$12	
			-0.03511			0.02128	$21.00	$2.00	$1.00		200	$20	
			-0.03511			0.05556	$55.00	$5.00	$5.00		2351	$23	
			-0.03509			0.05921	$59.00	$5.00	$9.00		0	$0	
			-0.03509			0.00621	$62.00	$6.00	$2.00		0	$0	
			-0.03509			-0.01235	$12.00	$1.00	$2.00		2197	$21	
			-0.03507			0.00325	$32.00	$3.00	$2.00		12515	$12	
			-0.03494			0.03414	$34.00	$3.00	$4.00		1215	$12	
			-0.03493			0.03012	$30.00	$3.00	$0.00		3037	$30	
			-0.03490			-0.00585	$58.00	$5.00	$8.00		17586	$17	
			-0.03472			0.02941	$29.00	$2.00	$9.00		1967	$19	
			-0.03470255			-0.02857	$28.00	$2.00	$8.00		753	$75	
			-0.03470			-0.00282	$28.00	$2.00	$8.00		1148	$11	
			-0.03468			0.02643	$26.00	$2.00	$6.00		0	$0	
			-0.03468			-0.01425	$14.00	$1.00	$4.00		146	$14	
			-0.03468			-0.03801	$38.00	$3.00	$8.00		4405	$44	
			-0.03464			0.01212	$12.00	$1.00	$2.00		427	$42	
			-0.03463			0.01796	$17.00	$1.00	$7.00		305	$30	
			-0.03463			-0.02941	$29.00	$2.00	$9.00		1020	$10	
			-0.03462			0.00315	$31.00	$3.00	$1.00		7958	$79	
			-0.034540927			0.01812	$18.00	$1.00	$8.00		3711	$37	
			-0.03450			0.00000	$0.00	$0.00	#VALUE!		3756	$37	
			-0.03447			0.00000	$0.00	$0.00	#VALUE!		4385	$43	
			-0.03442			-0.00593	$59.00	$5.00	$9.00		4291	$42	
			-0.034379492			-0.02101	$21.00	$2.00	$1.00		8346	$83	
			-0.03430			-0.01220	$12.00	$1.00	$2.00		248	$24	
			-0.03429			0.01235	$12.00	$1.00	$2.00		7722	$77	
			-0.03422			-0.01220	$12.00	$1.00	$2.00		2161	$21	
			-0.03419			0.00938	$93.00	$9.00	$3.00		669	$66	
			-0.03419			0.05186	$51.00	$5.00	$1.00		9713	$97	
			-0.03409			0.01744	$17.00	$1.00	$7.00		0	$0	
			-0.03409			0.02286	$22.00	$2.00	$2.00		259	$25	
			-0.034088316			0.00000	$0.00	$0.00	#VALUE!		1354	$13	
			-0.03407			0.01408	$14.00	$1.00	$4.00		695	$69	
			-0.034067823			0.00264	$26.00	$2.00	$6.00		5422	$54	
			-0.03401			-0.01912	$19.00	$1.00	$9.00		0	$0	
			-0.03401			0.07842	$78.00	$7.00	$8.00		1844	$18	
			-0.033995164			0.03636	$36.00	$3.00	$6.00		3128	$31	
			-0.03396			-0.02265	$22.00	$2.00	$2.00		6558	$65	
			-0.03390			0.08985	$89.00	$8.00	$9.00		3703	$37	
			-0.03386			-0.02823	$28.00	$2.00	$8.00		4165	$41	
			-0.03382			-0.05094	$50.00	$5.00	$0.00		2491	$24	
			-0.03379			0.07143	$71.00	$7.00	$1.00		1093	$10	
			-0.03378			-0.04286	$42.00	$4.00	$2.00		1725	$17	
			-0.033766535			-0.00995	$99.00	$9.00	$9.00		920	$92	
			-0.03376			0.06030	$60.00	$6.00	$0.00		2240	$22	
			-0.03373			0.04986	$49.00	$4.00	$9.00		1710	$17	
			-0.03372			-0.02257	$22.00	$2.00	$2.00		16568	$16	
			-0.03355			0.02531	$25.00	$2.00	$5.00		9490	$94	
			-0.03346			0.00685	$68.00	$6.00	$8.00		0	$0	
			-0.03346			-0.00680	$68.00	$6.00	$8.00		4261	$42	
			-0.03341			-0.00901	$90.00	$9.00	$0.00		6723	$67	
			-0.03335			-0.02036	$20.00	$2.00	$0.00		1407	$14	
			-0.03333			0.00223	$22.00	$2.00	$2.00		0	$0	
			-0.03333			-0.02537	$25.00	$2.00	$5.00		3112	$31	
			-0.03330			0.00228	$22.00	$2.00	$2.00		381	$38	
			-0.033298396			0.07109	$71.00	$7.00	$1.00		8022	$80	
			-0.03322			0.03770	$37.00	$3.00	$7.00		5948	$59	
			-0.033158693			0.05970	$59.00	$5.00	$9.00		80	$80	
			-0.03316			0.06824	$68.00	$6.00	$8.00		4531	$45	
			-0.03311			-0.04324	$43.00	$4.00	$3.00		388	$38	
			-0.03311			-0.01764	$17.00	$1.00	$7.00		3132	$31	
			-0.03308			-0.01811	$18.00	$1.00	$8.00		2182	$21	
			-0.03306			0.03069	$30.00	$3.00	$0.00		5226	$52	
			-0.03300			0.03754	$37.00	$3.00	$7.00		1126	$11	
			-0.03299			0.05527	$55.00	$5.00	$5.00		6481	$64	
			-0.03293			0.00000	$0.00	$0.00	#VALUE!		3383	$33	
			-0.03289			0.01273	$12.00	$1.00	$2.00		1139	$11	
			-0.03288			-0.03571	$35.00	$3.00	$5.00		2563	$25	
			-0.03286			-0.03704	$37.00	$3.00	$7.00		4921	$49	
			-0.03281			0.04031	$40.00	$4.00	$0.00		2030	$20	
			-0.03279			0.01301	$13.00	$1.00	$3.00		0	$0	
			-0.03279			-0.01825	$18.00	$1.00	$8.00		0	$0	
			-0.03279			-0.03911	$39.00	$3.00	$9.00		10182	$10	
			-0.032685063			0.03296	$32.00	$3.00	$2.00		14439	$14	
			-0.03254			-0.00749	$74.00	$7.00	$4.00		6294	$62	
			-0.03248			-0.01509	$15.00	$1.00	$5.00		2657	$26	
			-0.03245			-0.02682	$26.00	$2.00	$6.00		5438	$54	
			-0.03240			0.02756	$27.00	$2.00	$7.00		13872	$13	
			-0.03226			0.02682	$26.00	$2.00	$6.00		11521	$11	
			-0.03214			-0.01493	$14.00	$1.00	$4.00		261	$26	
			-0.03214			0.03591	$35.00	$3.00	$5.00		1511	$15	
			-0.032125143			-0.00176	$17.00	$1.00	$7.00		1743	$17	
			-0.03211			-0.01099	$10.00	$1.00	$0.00		2215	$22	
			-0.03209			-0.01852	$18.00	$1.00	$8.00		3428	$34	
			-0.03205			0.00755	$75.00	$7.00	$5.00		5128	$51	
			-0.03200			0.00749	$74.00	$7.00	$4.00		0	$0	
			-0.03200			-0.03346	$33.00	$3.00	$3.00		0	$0	
			-0.03200			-0.03846	$38.00	$3.00	$8.00		0	$0	
			-0.03200			0.03200	$32.00	$3.00	$2.00		3653	$36	
			-0.03196			0.03488	$34.00	$3.00	$4.00		1459	$14	
			-0.03195			0.07491	$74.00	$7.00	$4.00		7637	$76	
			-0.03187251			0.00000	$0.00	$0.00	#VALUE!		3860	$38	
			-0.03183			-0.02439	$24.00	$2.00	$4.00		2202	$22	
			-0.03181			-0.03214	$32.00	$3.00	$2.00		3223	$32	
			-0.03178			0.01845	$18.00	$1.00	$8.00		3363	$33	
			-0.03175			0.02899	$28.00	$2.00	$8.00		6973	$69	
			-0.03168			-0.01056	$10.00	$1.00	$0.00		9013	$90	
			-0.03159			-0.03915	$39.00	$3.00	$9.00		3665	$36	
			-0.03155			0.00741	$74.00	$7.00	$4.00		1799	$17	
			-0.03153			0.04412	$44.00	$4.00	$4.00		1291	$12	
			-0.03152			0.00704	$70.00	$7.00	$0.00		474	$47	
			-0.03151			-0.00531	$53.00	$5.00	$3.00		10	$10	
			-0.03151			0.05104	$51.00	$5.00	$1.00		552	$55	
			-0.03151			-0.00669	$66.00	$6.00	$6.00		935	$93	
			-0.03150			0.02357	$23.00	$2.00	$3.00		3718	$37	
			-0.031461736			-0.01645	$16.00	$1.00	$6.00		1520	$15	
			-0.03145			0.00334	$33.00	$3.00	$3.00		1174	$11	
			-0.03143			0.02667	$26.00	$2.00	$6.00		3867	$38	
			-0.03140			0.00974	$97.00	$9.00	$7.00		3769	$37	
			-0.03136			0.01929	$19.00	$1.00	$9.00		2254	$22	
			-0.03134			0.00946	$94.00	$9.00	$4.00		3155	$31	
			-0.03130			-0.00313	$31.00	$3.00	$1.00		1575	$15	
			-0.03129			0.00627	$62.00	$6.00	$2.00		3860	$38	
			-0.03125			-0.00312	$31.00	$3.00	$1.00		4680	$46	
			-0.03120			0.00313	$31.00	$3.00	$1.00		38	$38	
			-0.03120			-0.01558	$15.00	$1.00	$5.00		5238	$52	
			-0.03115			-0.02532	$25.00	$2.00	$5.00		2828	$28	
			-0.031122167			-0.01948	$19.00	$1.00	$9.00		1106	$11	
			-0.03111			0.03974	$39.00	$3.00	$9.00		1192	$11	
			-0.03110			0.00955	$95.00	$9.00	$5.00		411	$41	
			-0.03110			-0.01262	$12.00	$1.00	$2.00		1851	$18	
			-0.03108			-0.03195	$31.00	$3.00	$1.00		670	$67	
			-0.031069885			-0.03300	$33.00	$3.00	$3.00		1122	$11	
			-0.031058666			0.01706	$17.00	$1.00	$7.00		8041	$80	
			-0.03098			0.00000	$0.00	$0.00	#VALUE!		4392	$43	
			-0.03093			-0.00510	$51.00	$5.00	$1.00		1344	$13	
			-0.03092			0.05235	$52.00	$5.00	$2.00		1431	$14	
			-0.03091			0.01923	$19.00	$1.00	$9.00		1004	$10	
			-0.03090			0.00629	$62.00	$6.00	$2.00		3634	$36	
			-0.030860215			-0.01250	$12.00	$1.00	$2.00		1118	$11	
			-0.03085			-0.01582	$15.00	$1.00	$5.00		387	$38	
			-0.03085			-0.00643	$64.00	$6.00	$4.00		7593	$75	
			-0.03077			0.00647	$64.00	$6.00	$4.00		648	$64	
			-0.03076			0.00965	$96.00	$9.00	$6.00		4461	$44	
			-0.03072			-0.00955	$95.00	$9.00	$5.00		3853	$38	
			-0.03068			0.00000	$0.00	$0.00	#VALUE!		477	$47	
			-0.03067			0.00965	$96.00	$9.00	$6.00		2351	$23	
			-0.03065			0.00000	$0.00	$0.00	#VALUE!		129	$12	
			-0.030650051			0.00637	$63.00	$6.00	$3.00		172	$17	
			-0.03065			0.00000	$0.00	$0.00	#VALUE!		4055	$40	
			-0.03061			-0.00633	$63.00	$6.00	$3.00		4010	$40	
			-0.03057			-0.47134	$47.00	$4.00	$7.00		10465	$10	
			-0.03046			-0.02410	$24.00	$2.00	$4.00		1202	$12	
			-0.03045			0.02469	$24.00	$2.00	$4.00		1624	$16	
			-0.03043			-0.01205	$12.00	$1.00	$2.00		2491	$24	
			-0.03041			0.02439	$24.00	$2.00	$4.00		1155	$11	
			-0.03040			-0.01786	$17.00	$1.00	$7.00		12859	$12	
			-0.03026973			0.01818	$18.00	$1.00	$8.00		2170	$21	
			-0.03025			-0.03571	$35.00	$3.00	$5.00		477	$47	
			-0.03024			0.00000	$0.00	$0.00	#VALUE!		403	$40	
			-0.030239234			0.00617	$61.00	$6.00	$1.00		916	$91	
			-0.03023			-0.00613	$61.00	$6.00	$1.00		6921	$69	
			-0.03016			-0.01235	$12.00	$1.00	$2.00		1669	$16	
			-0.03014			0.01575	$15.00	$1.00	$5.00		14417	$14	
			-0.03000			0.00295	$29.00	$2.00	$9.00		0	$0	
			-0.03000			-0.03681	$36.00	$3.00	$6.00		0	$0	
			-0.03000			-0.05096	$50.00	$5.00	$0.00		0	$0	
			-0.03000			0.01342	$13.00	$1.00	$3.00		839	$83	
			-0.02999			0.00662	$66.00	$6.00	$6.00		3926	$39	
			-0.02995			0.06579	$65.00	$6.00	$5.00		1189	$11	
			-0.029940456			0.06173	$61.00	$6.00	$1.00		697	$69	
			-0.02993			0.02326	$23.00	$2.00	$3.00		5010	$50	
			-0.02988			0.00000	$0.00	$0.00	#VALUE!		1672	$16	
			-0.02987			-0.01705	$17.00	$1.00	$7.00		3616	$36	
			-0.02983			-0.03468	$34.00	$3.00	$4.00		4030	$40	
			-0.02979			-0.00886	$88.00	$8.00	$8.00		760	$76	
			-0.02978			0.02707	$27.00	$2.00	$7.00		7964	$79	
			-0.02970			-0.01765	$17.00	$1.00	$7.00		180	$18	
			-0.02970			0.01796	$17.00	$1.00	$7.00		6414	$64	
			-0.02964			-0.00588	$58.00	$5.00	$8.00		740	$74	
			-0.02963			-0.00876	$87.00	$8.00	$7.00		2027	$20	
			-0.02961			-0.02101	$21.00	$2.00	$1.00		484	$48	
			-0.02960			0.01220	$12.00	$1.00	$2.00		7155	$71	
			-0.02953			-0.00602	$60.00	$6.00	$0.00		1122	$11	
			-0.02952			-0.02424	$24.00	$2.00	$4.00		351	$35	
			-0.02951824			0.04969	$49.00	$4.00	$9.00		554	$55	
			-0.02951			0.02367	$23.00	$2.00	$3.00		8942	$89	
			-0.029423273			0.06936	$69.00	$6.00	$9.00		1151	$11	
			-0.02941			0.00541	$54.00	$5.00	$4.00		0	$0	
			-0.02941			0.03763	$37.00	$3.00	$7.00		0	$0	
			-0.02941			0.02591	$25.00	$2.00	$5.00		0	$0	
			-0.02941			-0.01515	$15.00	$1.00	$5.00		331	$33	
			-0.029408451			0.00513	$51.00	$5.00	$1.00		5985	$59	
			-0.02935			0.00000	$0.00	$0.00	#VALUE!		4379	$43	
			-0.02930			0.01020	$10.00	$1.00	$0.00		508	$50	
			-0.02930			-0.01515	$15.00	$1.00	$5.00		546	$54	
			-0.02929			0.02564	$25.00	$2.00	$5.00		557	$55	
			-0.02929			0.03500	$35.00	$3.00	$5.00		1470	$14	
			-0.02927			0.02415	$24.00	$2.00	$4.00		7692	$76	
			-0.02920			-0.01415	$14.00	$1.00	$4.00		188	$18	
			-0.029195201			-0.00478	$47.00	$4.00	$7.00		601	$60	
			-0.02919			0.00000	$0.00	$0.00	#VALUE!		6298	$62	
			-0.02913			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.029126214			0.00000	$0.00	$0.00	#VALUE!		1198	$11	
			-0.02911			0.03846	$38.00	$3.00	$8.00		3294	$32	
			-0.02908			-0.02778	$27.00	$2.00	$7.00		1751	$17	
			-0.02906			-0.00952	$95.00	$9.00	$5.00		747	$74	
			-0.02906			-0.01442	$14.00	$1.00	$4.00		869	$86	
			-0.02905			-0.01463	$14.00	$1.00	$4.00		1703	$17	
			-0.02903			-0.01228	$12.00	$1.00	$2.00		1795	$17	
			-0.02901			0.05754	$57.00	$5.00	$7.00		2275	$22	
			-0.028989884			0.01896	$18.00	$1.00	$8.00		438	$43	
			-0.02899			0.01395	$13.00	$1.00	$3.00		0	$0	
			-0.02899			-0.02752	$27.00	$2.00	$7.00		3680	$36	
			-0.02895			-0.02358	$23.00	$2.00	$3.00		9625	$96	
			-0.02885			0.00000	$0.00	$0.00	#VALUE!		631	$63	
			-0.02885			0.00483	$48.00	$4.00	$8.00		1794	$17	
			-0.028828218			-0.00481	$48.00	$4.00	$8.00		555	$55	
			-0.02882			-0.02899	$28.00	$2.00	$8.00		657	$65	
			-0.02882			0.07721	$77.00	$7.00	$7.00		1097	$10	
			-0.02881			0.02069	$20.00	$2.00	$0.00		842	$84	
			-0.028796696			0.02262	$22.00	$2.00	$2.00		1143	$11	
			-0.02879			0.01770	$17.00	$1.00	$7.00		10811	$10	
			-0.02868			-0.03043	$30.00	$3.00	$0.00		0	$0	
			-0.02868			-0.02242	$22.00	$2.00	$2.00		49	$49	
			-0.02868			0.03670	$36.00	$3.00	$6.00		694	$69	
			-0.02867			0.03097	$30.00	$3.00	$0.00		282	$28	
			-0.02867			0.00429	$42.00	$4.00	$2.00		1150	$11	
			-0.02866			0.01282	$12.00	$1.00	$2.00		1641	$16	
			-0.02864			-0.05907	$59.00	$5.00	$9.00		1393	$13	
			-0.028625059			-0.00448	$44.00	$4.00	$4.00		2838	$28	
			-0.028596674			-0.02252	$22.00	$2.00	$2.00		2525	$25	
			-0.02857			-0.00221	$22.00	$2.00	$2.00		0	$0	
			-0.02857			-0.01626	$16.00	$1.00	$6.00		0	$0	
			-0.02857			0.02347	$23.00	$2.00	$3.00		2976	$29	
			-0.02854			-0.02294	$22.00	$2.00	$2.00		663	$66	
			-0.02854			-0.02347	$23.00	$2.00	$3.00		3147	$31	
			-0.02850			-0.07212	$72.00	$7.00	$2.00		2542	$25	
			-0.02848			-0.24352	$24.00	$2.00	$4.00		2177	$21	
			-0.02846			-0.05479	$54.00	$5.00	$4.00		109	$10	
			-0.02846			0.17391	$17.00	$1.00	$7.00		1114	$11	
			-0.02844			-0.09259	$92.00	$9.00	$2.00		3804	$38	
			-0.02841			-0.03401	$34.00	$3.00	$4.00		2856	$28	
			-0.02838			-0.21127	$21.00	$2.00	$1.00		2311	$23	
			-0.02835			0.08036	$80.00	$8.00	$0.00		3982	$39	
			-0.02831			0.10744	$10.00	$1.00	$0.00		1272	$12	
			-0.02830			0.17910	$17.00	$1.00	$7.00		5330	$53	
